area_title,ai_emp_24,total_emp_24,ai_per_1000_24,ai_emp_25,total_emp_25,ai_per_1000_25,delta_emp,pct_change_emp,delta_per_1000
"Eugene-Springfield, OR",80.0,157600.0,0.5076142131979696,90.0,157710.0,0.5706676811869887,10.0,12.5,0.06305346798901912
"Lubbock, TX",80.0,165480.0,0.48344210780759006,90.0,166780.0,0.5396330495263222,10.0,12.5,0.056190941718732124
"Salem, OR",80.0,186340.0,0.4293227433723302,90.0,188620.0,0.47714982504506415,10.0,12.5,0.04782708167273397
"Dubuque, IA",100.0,58930.0,1.6969285593076533,90.0,58470.0,1.539250897896357,-10.0,-10.0,-0.15767766141129624
"Deltona-Daytona Beach-Ormond Beach, FL",70.0,217920.0,0.3212187958883994,90.0,219740.0,0.40957495221625556,20.0,28.57142857142857,0.08835615632785615
"State College, PA",40.0,68760.0,0.5817335660267597,90.0,68840.0,1.3073794305636257,50.0,125.0,0.725645864536866
"Salinas, CA",50.0,186110.0,0.26865832034818116,90.0,186430.0,0.4827549214182267,40.0,80.0,0.21409660107004552
"Burlington, NC",,,,80.0,67830.0,1.1794191360754829,,,
"Kenosha, WI",50.0,74050.0,0.675219446320054,80.0,75450.0,1.0603048376408217,30.0,60.0,0.3850853913207677
"Battle Creek, MI",50.0,53610.0,0.9326618168252192,80.0,54600.0,1.465201465201465,30.0,60.0,0.5325396483762459
