institution_id,institution,ai_works,city,country,country_code,region,lat,lon,type
https://openalex.org/I114017466,University of Technology Sydney,1070,Sydney,Australia,AU,New South Wales,-33.86785,151.20732,education
https://openalex.org/I168879160,Zhejiang University of Science and Technology,1064,Hangzhou,China,CN,,30.219491958618164,120.0273208618164,education
https://openalex.org/I170897317,Duke University,1063,Durham,United States,US,North Carolina,35.99403,-78.89862,education
https://openalex.org/I3124059619,China University of Geosciences,1062,Wuhan,China,CN,,30.583330154418945,114.26667022705078,education
https://openalex.org/I200296433,Chinese Academy of Medical Sciences & Peking Union Medical College,1059,Beijing,China,CN,Beijing,39.9075,116.39723,education
https://openalex.org/I40347166,University of Chicago,1058,Chicago,United States,US,Illinois,41.85003,-87.65005,education
https://openalex.org/I4210129773,Institute of Engineering,1056,Pulchowk,Nepal,NP,Bagmati Province,27.67824,85.31685,education
https://openalex.org/I223822909,Heidelberg University,1052,Heidelberg,Germany,DE,Baden-Wurttemberg,49.40768,8.69079,education
https://openalex.org/I154425047,University of Alberta,1051,Edmonton,Canada,CA,Alberta,53.55014,-113.46871,education
https://openalex.org/I66946132,"University of Maryland, College Park",1047,College Park,United States,US,Maryland,38.98067,-76.93692,education
https://openalex.org/I848706,Sungkyunkwan University,1044,Seoul,South Korea,KR,Seoul,37.566,126.9784,education
https://openalex.org/I4210126065,Shanghai Electric (China),1042,Shanghai,China,CN,,31.175798416137695,121.38681030273438,company
https://openalex.org/I7882870,University of Glasgow,1035,Glasgow,United Kingdom,GB,Scotland,55.86515,-4.25763,education
https://openalex.org/I20942203,Hainan University,1031,Haikou,China,CN,,20.034210205078125,110.34651184082031,education
https://openalex.org/I4210123185,Zhejiang Lab,1027,Hangzhou,China,CN,,30.271240234375,119.96514892578125,facility
https://openalex.org/I102335020,Karlsruhe Institute of Technology,1023,Karlsruhe,Germany,DE,Baden-Wurttemberg,49.00937,8.40444,education
https://openalex.org/I5343935,Guilin University of Electronic Technology,1022,Guilin,China,CN,,25.281644821166992,110.3372802734375,education
https://openalex.org/I60054993,Graphic Era University,1020,Dehradun,India,IN,,30.324430465698242,78.03392028808594,education
https://openalex.org/I10660446,Kunming University of Science and Technology,1019,Kunming,China,CN,,25.061561584472656,102.69563293457031,education
https://openalex.org/I4210101093,St. Joseph's Institute of Technology,1015,Chennai,India,IN,,13.08784008026123,80.27847290039062,education
https://openalex.org/I115592961,Jiangsu University,1011,Zhenjiang,China,CN,,32.21086120605469,119.455078125,education
https://openalex.org/I138689650,University of Padua,1008,Padua,Italy,IT,Veneto,45.40797,11.88586,education
https://openalex.org/I159176309,Universität Hamburg,1006,Hamburg,Germany,DE,Hamburg,53.55073,9.99302,education
https://openalex.org/I151746483,University of Waterloo,1000,Waterloo,Canada,CA,Ontario,43.4668,-80.51639,education
https://openalex.org/I145872427,Radboud University Nijmegen,999,Nijmegen,The Netherlands,NL,Gelderland,51.8425,5.85278,education
https://openalex.org/I859038795,Virginia Tech,999,Blacksburg,United States,US,Virginia,37.22957,-80.41394,education
https://openalex.org/I150807315,Guangxi University,997,Nanning,China,CN,,22.816669464111328,108.3166732788086,education
https://openalex.org/I165143802,The University of Queensland,985,Brisbane,Australia,AU,Queensland,-27.46794,153.02809,education
https://openalex.org/I204465549,Washington University in St. Louis,984,St Louis,United States,US,Missouri,38.62727,-90.19789,education
https://openalex.org/I28022161,King Saud University,984,Riyadh,Saudi Arabia,SA,Riyadh Region,24.68773,46.72185,education
https://openalex.org/I150468666,Emory University,983,Atlanta,United States,US,,33.749000549316406,-84.38797760009766,education
https://openalex.org/I109935558,Ningbo University,971,Ningbo,China,CN,Zhejiang,29.87819,121.54945,education
https://openalex.org/I43814544,Sathyabama Institute of Science and Technology,963,Chennai,India,IN,Tamil Nadu,12.872981071472168,80.22177124023438,education
https://openalex.org/I189210763,Yunnan University,962,Kunming,China,CN,,25.038890838623047,102.71833038330078,education
https://openalex.org/I4210164339,Oldham Council,962,Oldham,United Kingdom,GB,,53.54231643676758,-2.117724895477295,government
